"GUID","MODIFIED","LINK","SOURCE_ID","SCIENTIFIC_NAME","LOCALITY","COLLECTOR","ORDER","CATALOG_NUMBER","GEODETIC_DATUM","GENUS","EARLIEST_DATE_COLLECTED","CONTINENT","INFRASPECIFIC_EPITHET","BASIS_OF_RECORD","FAMILY","COUNTRY","KINGDOM","STATE_PROVINCE","MINIMUM_ELEVATION_IN_METERS","INSTITUTION_CODE","PHYLUM","DECIMAL_LATITUDE","CLASS","SPECIFIC_EPITHET","COLLECTION_CODE","DECIMAL_LONGITUDE"
"445633f6-e0f5-4248-a4b1-13e33d31ef0e","2009-03-31 22:13:28.628","http://ww3.bgbm.org/biocase/querytool/details.cgi?dsa=pontaurus&detail=unit&schema=http://www.tdwg.org/schemas/abcd/2.06&cat=1043","1043","Gypsophila curvifolia Fenzl","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to Meydan, 2200m","Markus Döring","Caryophyllales","1043","WGS84","Gypsophila","1999-07-31 00:00:00.0","Asia",,"PreservedSpecimen","Caryophyllaceae","TR","Plantae","Nigde","2200","BGBM","Magnoliophyta","37.42000",,"curvifolia","B","34.56800"
"4233afdb-b50e-4551-b24c-956ab446b54f","2009-03-31 22:13:28.663","http://ww3.bgbm.org/biocase/querytool/details.cgi?dsa=pontaurus&detail=unit&schema=http://www.tdwg.org/schemas/abcd/2.06&cat=1044","1044","Plantago media L.","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to Meydan, 2200m","Markus Döring","Plantaginales","1044","WGS84","Plantago","1999-07-31 00:00:00.0","Asia",,"PreservedSpecimen","Plantaginaceae","TR","Plantae","Nigde","2200","BGBM","Magnoliophyta","37.42000",,"media","B","34.56800"
"b8ebb32f-afb7-4b08-b1ce-3e4ae2e982c0","2009-03-31 22:13:28.705","http://ww3.bgbm.org/biocase/querytool/details.cgi?dsa=pontaurus&detail=unit&schema=http://www.tdwg.org/schemas/abcd/2.06&cat=1045","1045","Minuartia juniperina (L.) Maire & Petitm.","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to Meydan, 2200m","Markus Döring","Caryophyllales","1045","WGS84","Minuartia","1999-07-31 00:00:00.0","Asia",,"PreservedSpecimen","Caryophyllaceae","TR","Plantae","Nigde","2200","BGBM","Magnoliophyta","37.42000",,"juniperina","B","34.56800"
"693ce50b-e155-4bb8-82e5-e82e6a3ea350","2009-03-31 22:13:28.75","http://ww3.bgbm.org/biocase/querytool/details.cgi?dsa=pontaurus&detail=unit&schema=http://www.tdwg.org/schemas/abcd/2.06&cat=1046","1046","Pimpinella tragium subsp. lithophila (I. Schischk.) Tutin","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to Meydan, 2200m","Markus Döring","Apiales","1046","WGS84","Pimpinella","1999-07-31 00:00:00.0","Asia","lithophila","PreservedSpecimen","Apiaceae","TR","Plantae","Nigde","2200","BGBM","Magnoliophyta","37.42000",,"tragium","B","34.56800"
"207f6e85-84ac-4b79-b3c7-a3d542f99344","2009-03-31 22:13:28.769","http://ww3.bgbm.org/biocase/querytool/details.cgi?dsa=pontaurus&detail=unit&schema=http://www.tdwg.org/schemas/abcd/2.06&cat=1047","1047","Asyneuma rigidum subsp. rigidum","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to Meydan, 2200m","Markus Döring","Campanulales","1047","WGS84","Asyneuma","1999-07-31 00:00:00.0","Asia","rigidum","PreservedSpecimen","Campanulaceae","TR","Plantae","Nigde","2200","BGBM","Magnoliophyta","37.42000",,"rigidum","B","34.56800"
"163d168f-1c35-4c60-8edf-80a02d9a5cc5","2009-03-31 22:13:28.831","http://ww3.bgbm.org/biocase/querytool/details.cgi?dsa=pontaurus&detail=unit&schema=http://www.tdwg.org/schemas/abcd/2.06&cat=1048","1048","Silene armena var. armena","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to Meydan, 2200m","Markus Döring","Caryophyllales","1048","WGS84","Silene","1999-07-31 00:00:00.0","Asia",,"PreservedSpecimen","Caryophyllaceae","TR","Plantae","Nigde","2200","BGBM","Magnoliophyta","37.42000",,"armena","B","34.56800"
"48aff323-1b31-48a8-a395-ea1fa65d6908","2009-03-31 22:13:28.866","http://ww3.bgbm.org/biocase/querytool/details.cgi?dsa=pontaurus&detail=unit&schema=http://www.tdwg.org/schemas/abcd/2.06&cat=1049","1049","Sideritis aff. phlomoides P.H.Davis & Hub.-Mor.","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to Meydan, 2200m","Markus Döring","Lamiales","1049","WGS84","Sideritis","1999-07-31 00:00:00.0","Asia",,"PreservedSpecimen","Lamiaceae","TR","Plantae","Nigde","2200","BGBM","Magnoliophyta","37.42000",,"aff. phlomoides","B","34.56800"
"c22e1946-1cab-43b3-a261-f841e0f0faff","2009-03-31 22:13:34.753","http://ww3.bgbm.org/biocase/querytool/details.cgi?dsa=pontaurus&detail=unit&schema=http://www.tdwg.org/schemas/abcd/2.06&cat=530","530","Saponaria pumilio Boiss.","Dedegöl Daglari, Dipoyraz (Dedegöl) Dagi, range above the firewatch tower (ascent from Yenisarbademli village), 2500m","Markus Döring","Caryophyllales","530","WGS84","Saponaria","1999-07-15 00:00:00.0","Asia",,"PreservedSpecimen","Caryophyllaceae","TR","Plantae","Ïsparta/Konya","2500","BGBM","Magnoliophyta","37.68000",,"pumilio","B","31.31000"
"490c796b-a2b5-44b2-bdd3-95481937eb05","2009-03-31 22:13:28.894","http://ww3.bgbm.org/biocase/querytool/details.cgi?dsa=pontaurus&detail=unit&schema=http://www.tdwg.org/schemas/abcd/2.06&cat=105","105","Aethionema speciosum subsp. compactum Hartvig & Strid","Sandras Dagi above Agla, ascent from Çirali to the Çiçekbaba Tepesi (main summit), valley below the eastern slope of the summit, 2180m","Markus Döring","Capparales","105","WGS84","Aethionema","1999-06-21 00:00:00.0","Asia","compactum","PreservedSpecimen","Brassicaceae","TR","Plantae","Mugla","2180","BGBM","Magnoliophyta","37.07000",,"speciosum","B","28.80000"
"0ec9856b-cb2b-48d9-842d-73171e06d635","2009-03-31 22:13:28.912","http://ww3.bgbm.org/biocase/querytool/details.cgi?dsa=pontaurus&detail=unit&schema=http://www.tdwg.org/schemas/abcd/2.06&cat=1050","1050","Dianthus anatolicus Boiss.","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl, 2120m","Markus Döring","Caryophyllales","1050","WGS84","Dianthus","1999-07-31 00:00:00.0","Asia",,"PreservedSpecimen","Caryophyllaceae","TR","Plantae","Nigde","2120","BGBM","Magnoliophyta","37.42000",,"anatolicus","B","34.56800"
"0f557338-8ce7-4fc8-b608-a9972b5dd186","2009-03-31 22:13:28.924","http://ww3.bgbm.org/biocase/querytool/details.cgi?dsa=pontaurus&detail=unit&schema=http://www.tdwg.org/schemas/abcd/2.06&cat=1051","1051","Globularia trichosantha J.C.Fisch. & C.A.Mey.","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl, 2120m","Markus Döring","Scrophulariales","1051","WGS84","Globularia","1999-07-31 00:00:00.0","Asia",,"PreservedSpecimen","Globulariaceae","TR","Plantae","Nigde","2120","BGBM","Magnoliophyta","37.42000",,"trichosantha","B","34.56800"
"e3dd6458-4a88-4a57-b6f2-2de6f756b36d","2009-03-31 22:13:28.93","http://ww3.bgbm.org/biocase/querytool/details.cgi?dsa=pontaurus&detail=unit&schema=http://www.tdwg.org/schemas/abcd/2.06&cat=1052","1052","Aethionema iberideum (Boiss.) Boiss.","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl, 2120m","Markus Döring","Capparales","1052","WGS84","Aethionema","1999-07-31 00:00:00.0","Asia",,"PreservedSpecimen","Brassicaceae","TR","Plantae","Nigde","2120","BGBM","Magnoliophyta","37.42000",,"iberideum","B","34.56800"
"14602d2b-bc8e-43ae-98f6-b6c05e56e15e","2009-03-31 22:13:28.939","http://ww3.bgbm.org/biocase/querytool/details.cgi?dsa=pontaurus&detail=unit&schema=http://www.tdwg.org/schemas/abcd/2.06&cat=1054","1054","Salvia virgata Jacq.","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to Meydan, 2350m","Markus Döring","Lamiales","1054","WGS84","Salvia","1999-07-30 00:00:00.0","Asia",,"PreservedSpecimen","Lamiaceae","TR","Plantae","Nigde","2350","BGBM","Magnoliophyta","37.42000",,"virgata","B","34.56800"
"32931c66-097b-43d7-b2b1-372ae558d836","2009-03-31 22:13:28.982","http://ww3.bgbm.org/biocase/querytool/details.cgi?dsa=pontaurus&detail=unit&schema=http://www.tdwg.org/schemas/abcd/2.06&cat=1055","1055","Aethionema capitatum Boiss. & Balansa","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to Meydan, 2350m","Markus Döring","Capparales","1055","WGS84","Aethionema","1999-07-30 00:00:00.0","Asia",,"PreservedSpecimen","Brassicaceae","TR","Plantae","Nigde","2350","BGBM","Magnoliophyta","37.42000",,"capitatum","B","34.56800"
"cc682bcb-e1bd-46ca-bf31-4a06bded1ba3","2009-03-31 22:13:28.992","http://ww3.bgbm.org/biocase/querytool/details.cgi?dsa=pontaurus&detail=unit&schema=http://www.tdwg.org/schemas/abcd/2.06&cat=1056","1056","Erysimum pycnophyllum Gay","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to Meydan, 2350m","Markus Döring","Capparales","1056","WGS84","Erysimum","1999-07-30 00:00:00.0","Asia",,"PreservedSpecimen","Brassicaceae","TR","Plantae","Nigde","2350","BGBM","Magnoliophyta","37.42000",,"pycnophyllum","B","34.56800"
"4ce9e962-d0f0-4f92-a08d-f0f596d665b8","2009-03-31 22:13:28.996","http://ww3.bgbm.org/biocase/querytool/details.cgi?dsa=pontaurus&detail=unit&schema=http://www.tdwg.org/schemas/abcd/2.06&cat=1057","1057","Sanguisorba minor subsp. muricata (Spach) Briq.","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to Meydan, 2350m","Markus Döring","Rosales","1057","WGS84","Sanguisorba","1999-07-30 00:00:00.0","Asia","muricata","PreservedSpecimen","Rosaceae","TR","Plantae","Nigde","2350","BGBM","Magnoliophyta","37.42000",,"minor","B","34.56800"
"8bfdc0cd-7542-41a8-acaa-805ce353deb5","2009-03-31 22:13:29.012","http://ww3.bgbm.org/biocase/querytool/details.cgi?dsa=pontaurus&detail=unit&schema=http://www.tdwg.org/schemas/abcd/2.06&cat=1058","1058","Centaurea virgata ?A? Lam.","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to Meydan, 2350m","Markus Döring","Asterales","1058","WGS84","Centaurea","1999-07-30 00:00:00.0","Asia",,"PreservedSpecimen","Asteraceae","TR","Plantae","Nigde","2350","BGBM","Magnoliophyta","37.42000",,"virgata ?A?","B","34.56800"
"f9ca7427-c91b-4ac2-b7d3-e99e11b4b3d6","2009-03-31 22:13:29.033","http://ww3.bgbm.org/biocase/querytool/details.cgi?dsa=pontaurus&detail=unit&schema=http://www.tdwg.org/schemas/abcd/2.06&cat=1059","1059","Thesium billardieri Boiss.","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to Meydan, 2350m","Markus Döring","Santalales","1059","WGS84","Thesium","1999-07-30 00:00:00.0","Asia",,"PreservedSpecimen","Santalaceae","TR","Plantae","Nigde","2350","BGBM","Magnoliophyta","37.42000",,"billardieri","B","34.56800"
"c3cc877f-df3d-49b2-bee6-5267f70d1a65","2009-03-31 22:13:29.039","http://ww3.bgbm.org/biocase/querytool/details.cgi?dsa=pontaurus&detail=unit&schema=http://www.tdwg.org/schemas/abcd/2.06&cat=106","106","Poa bulbosa agg. L.","Sandras Dagi above Agla, ascent from Çirali to the Çiçekbaba Tepesi (main summit), valley below the eastern slope of the summit, 2180m","Markus Döring","Cyperales","106","WGS84","Poa","1999-06-21 00:00:00.0","Asia",,"PreservedSpecimen","Poaceae","TR","Plantae","Mugla","2180","BGBM","Magnoliophyta","37.07000",,"bulbosa agg.","B","28.80000"
"8bfd5c78-93c0-4758-8bb2-6226c946cd24","2009-03-31 22:13:29.086","http://ww3.bgbm.org/biocase/querytool/details.cgi?dsa=pontaurus&detail=unit&schema=http://www.tdwg.org/schemas/abcd/2.06&cat=1060","1060","Juniperus oxycedrus subsp. oxycedrus","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to Meydan, 2350m","Markus Döring","Pinales","1060","WGS84","Juniperus","1999-07-30 00:00:00.0","Asia","oxycedrus","PreservedSpecimen","Cupressaceae","TR","Plantae","Nigde","2350","BGBM","Pinophyta","37.42000",,"oxycedrus","B","34.56800"
"d59c8ad4-74f9-4bad-b1b4-5a5cd2ceb55f","2009-03-31 22:13:29.097","http://ww3.bgbm.org/biocase/querytool/details.cgi?dsa=pontaurus&detail=unit&schema=http://www.tdwg.org/schemas/abcd/2.06&cat=1061","1061","Silene pruinosa Boiss.","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to Meydan, 2350m","Markus Döring","Caryophyllales","1061","WGS84","Silene","1999-07-30 00:00:00.0","Asia",,"PreservedSpecimen","Caryophyllaceae","TR","Plantae","Nigde","2350","BGBM","Magnoliophyta","37.42000",,"pruinosa","B","34.56800"
"a2e708ec-c6fd-426b-9573-f89fb378f9e9","2009-03-31 22:13:29.125","http://ww3.bgbm.org/biocase/querytool/details.cgi?dsa=pontaurus&detail=unit&schema=http://www.tdwg.org/schemas/abcd/2.06&cat=1062","1062","Galium spec.","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to Meydan, 2350m","Markus Döring","Rubiales","1062","WGS84","Galium","1999-07-30 00:00:00.0","Asia",,"PreservedSpecimen","Rubiaceae","TR","Plantae","Nigde","2350","BGBM","Magnoliophyta","37.42000",,"spec.","B","34.56800"
"5ba15ac0-d9c2-4996-9aca-8a5a04eb9582","2009-03-31 22:13:29.134","http://ww3.bgbm.org/biocase/querytool/details.cgi?dsa=pontaurus&detail=unit&schema=http://www.tdwg.org/schemas/abcd/2.06&cat=1063","1063","Koeleria macrantha (Ledeb.) Schult.","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to Meydan, 2350m","Markus Döring","Cyperales","1063","WGS84","Koeleria","1999-07-30 00:00:00.0","Asia",,"PreservedSpecimen","Poaceae","TR","Plantae","Nigde","2350","BGBM","Magnoliophyta","37.42000",,"macrantha","B","34.56800"
"588b0980-f69e-419a-89c4-19dc2d244eb6","2009-03-31 22:13:29.163","http://ww3.bgbm.org/biocase/querytool/details.cgi?dsa=pontaurus&detail=unit&schema=http://www.tdwg.org/schemas/abcd/2.06&cat=1065","1065","Verbascum spec.","d. Ulukisla, Bolkar Daglari, slopes along the road from Meydan to tarn Karagöl, 2720m","Markus Döring","Scrophulariales","1065","WGS84","Verbascum","1999-07-31 00:00:00.0","Asia",,"PreservedSpecimen","Scrophulariaceae","TR","Plantae","Nigde","2720","BGBM","Magnoliophyta","37.42000",,"spec.","B","34.56800"
"9ab0c77e-8eaf-4e1d-956b-daf671f9f486","2009-03-31 22:13:29.181","http://ww3.bgbm.org/biocase/querytool/details.cgi?dsa=pontaurus&detail=unit&schema=http://www.tdwg.org/schemas/abcd/2.06&cat=1066","1066","Marrubium cephalanthum Boiss. & Noe","d. Ulukisla, Bolkar Daglari above Meydan, slopes along the road from Meydan to tarn Karagöl, 2600m","Markus Döring","Lamiales","1066","WGS84","Marrubium","1999-07-31 00:00:00.0","Asia",,"PreservedSpecimen","Lamiaceae","TR","Plantae","Nigde","2600","BGBM","Magnoliophyta","37.40400",,"cephalanthum","B","34.55800"
"156f04b3-8261-450d-83b9-e96438634cd9","2009-03-31 22:13:29.191","http://ww3.bgbm.org/biocase/querytool/details.cgi?dsa=pontaurus&detail=unit&schema=http://www.tdwg.org/schemas/abcd/2.06&cat=1067","1067","Helichrysum pallasii Ledeb.","d. Ulukisla, Bolkar Daglari above Meydan, slopes along the road from Meydan to tarn Karagöl, 2600m","Markus Döring","Asterales","1067","WGS84","Helichrysum","1999-07-31 00:00:00.0","Asia",,"PreservedSpecimen","Asteraceae","TR","Plantae","Nigde","2600","BGBM","Magnoliophyta","37.40400",,"pallasii","B","34.55800"
"5cf7cda7-3bc4-4a60-9d27-b83e03a8f3b6","2009-03-31 22:13:29.238","http://ww3.bgbm.org/biocase/querytool/details.cgi?dsa=pontaurus&detail=unit&schema=http://www.tdwg.org/schemas/abcd/2.06&cat=1068","1068","Minuartia recurva subsp. oreina (Mattf.) McNeill","d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m","Markus Döring","Caryophyllales","1068","WGS84","Minuartia","1999-08-01 00:00:00.0","Asia","oreina","PreservedSpecimen","Caryophyllaceae","TR","Plantae","Nigde","2650","BGBM","Magnoliophyta","37.40400",,"recurva","B","34.55800"
"185d7723-4b7c-4adf-89b6-f4a10cf65c18","2009-03-31 22:13:34.904","http://ww3.bgbm.org/biocase/querytool/details.cgi?dsa=pontaurus&detail=unit&schema=http://www.tdwg.org/schemas/abcd/2.06&cat=563","563","noch unbestimmt !!!","Dedegöl Daglari, Dipoyraz (Dedegöl) Dagi, 2100m","Markus Döring",,"563","WGS84","noch unbestimmt !!!","1999-07-15 00:00:00.0","Asia",,"PreservedSpecimen","unbekannt","TR","Plantae","Ïsparta/Konya","2100","BGBM",,"37.68000",,,"B","31.31000"
"507c6e2c-bce4-49cf-970e-16d8b2ef961a","2009-03-31 22:13:29.248","http://ww3.bgbm.org/biocase/querytool/details.cgi?dsa=pontaurus&detail=unit&schema=http://www.tdwg.org/schemas/abcd/2.06&cat=1069","1069","Tripleurospermum kotschyi (Boiss.) E.Hossain","d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m","Markus Döring","Asterales","1069","WGS84","Tripleurospermum","1999-08-01 00:00:00.0","Asia",,"PreservedSpecimen","Asteraceae","TR","Plantae","Nigde","2650","BGBM","Magnoliophyta","37.40400",,"kotschyi","B","34.55800"
"e046f2ea-cad2-4dcc-a5bf-ae338e7e8c91","2009-03-31 22:13:29.26","http://ww3.bgbm.org/biocase/querytool/details.cgi?dsa=pontaurus&detail=unit&schema=http://www.tdwg.org/schemas/abcd/2.06&cat=107","107","Veronica cuneifolia subsp. cuneifolia","Sandras Dagi above Agla, ascent from Çirali to the Çiçekbaba Tepesi (main summit), valley below the eastern slope of the summit, 2180m","Markus Döring","Scrophulariales","107","WGS84","Veronica","1999-06-21 00:00:00.0","Asia","cuneifolia","PreservedSpecimen","Scrophulariaceae","TR","Plantae","Mugla","2180","BGBM","Magnoliophyta","37.07000",,"cuneifolia","B","28.80000"
"965d36ea-3b6f-4109-9c76-3ad82825b988","2009-03-31 22:13:29.269","http://ww3.bgbm.org/biocase/querytool/details.cgi?dsa=pontaurus&detail=unit&schema=http://www.tdwg.org/schemas/abcd/2.06&cat=1070","1070","Astragalus amoenus Fenzl","d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m","Markus Döring","Fabales","1070","WGS84","Astragalus","1999-08-01 00:00:00.0","Asia",,"PreservedSpecimen","Fabaceae","TR","Plantae","Nigde","2650","BGBM","Magnoliophyta","37.40400",,"amoenus","B","34.55800"
"f2738930-9170-41ba-aa9d-5cc055b17938","2009-03-31 22:13:29.277","http://ww3.bgbm.org/biocase/querytool/details.cgi?dsa=pontaurus&detail=unit&schema=http://www.tdwg.org/schemas/abcd/2.06&cat=1071","1071","Veronica thymoides subsp. pseudocinerea M.A.Fischer","d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m","Markus Döring","Scrophulariales","1071","WGS84","Veronica","1999-08-01 00:00:00.0","Asia","pseudocinerea","PreservedSpecimen","Scrophulariaceae","TR","Plantae","Nigde","2650","BGBM","Magnoliophyta","37.40400",,"thymoides","B","34.55800"
