"GUID","MODIFIED","LINK","SOURCE_ID","SCIENTIFIC_NAME","LOCALITY","COLLECTOR","ORDER","CATALOG_NUMBER","GEODETIC_DATUM","GENUS","EARLIEST_DATE_COLLECTED","CONTINENT","INFRASPECIFIC_EPITHET","BASIS_OF_RECORD","FAMILY","COUNTRY","KINGDOM","STATE_PROVINCE","MINIMUM_ELEVATION_IN_METERS","INSTITUTION_CODE","PHYLUM","DECIMAL_LATITUDE","CLASS","SPECIFIC_EPITHET","COLLECTION_CODE","DECIMAL_LONGITUDE"
"68977832-fc6b-443a-90b7-eb6a6737d8fd","2009-03-31 21:18:32.947","http://ww3.bgbm.org/biocase/querytool/details.cgi?dsa=pontaurus&detail=unit&schema=http://www.tdwg.org/schemas/abcd/2.06&cat=1043","1043","Gypsophila curvifolia Fenzl","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to Meydan, 2200m","Markus Döring","Caryophyllales","1043","WGS84","Gypsophila","1999-07-31 00:00:00.0","Asia",,"PreservedSpecimen","Caryophyllaceae","TR","Plantae","Nigde","2200","BGBM","Magnoliophyta","37.42000",,"curvifolia","B","34.56800"
"e2694516-b67a-4bd7-a821-c7d08ed5b49b","2009-03-31 21:18:32.983","http://ww3.bgbm.org/biocase/querytool/details.cgi?dsa=pontaurus&detail=unit&schema=http://www.tdwg.org/schemas/abcd/2.06&cat=1044","1044","Plantago media L.","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to Meydan, 2200m","Markus Döring","Plantaginales","1044","WGS84","Plantago","1999-07-31 00:00:00.0","Asia",,"PreservedSpecimen","Plantaginaceae","TR","Plantae","Nigde","2200","BGBM","Magnoliophyta","37.42000",,"media","B","34.56800"
"03a057d3-9f15-4da9-ab5a-8f0b009e4a93","2009-03-31 21:18:33.007","http://ww3.bgbm.org/biocase/querytool/details.cgi?dsa=pontaurus&detail=unit&schema=http://www.tdwg.org/schemas/abcd/2.06&cat=1045","1045","Minuartia juniperina (L.) Maire & Petitm.","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to Meydan, 2200m","Markus Döring","Caryophyllales","1045","WGS84","Minuartia","1999-07-31 00:00:00.0","Asia",,"PreservedSpecimen","Caryophyllaceae","TR","Plantae","Nigde","2200","BGBM","Magnoliophyta","37.42000",,"juniperina","B","34.56800"
"616dc75e-8d3c-4893-989b-ca88ad5b72a2","2009-03-31 21:18:33.055","http://ww3.bgbm.org/biocase/querytool/details.cgi?dsa=pontaurus&detail=unit&schema=http://www.tdwg.org/schemas/abcd/2.06&cat=1046","1046","Pimpinella tragium subsp. lithophila (I. Schischk.) Tutin","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to Meydan, 2200m","Markus Döring","Apiales","1046","WGS84","Pimpinella","1999-07-31 00:00:00.0","Asia","lithophila","PreservedSpecimen","Apiaceae","TR","Plantae","Nigde","2200","BGBM","Magnoliophyta","37.42000",,"tragium","B","34.56800"
"8374a973-8cb5-4977-9c87-67b600952af4","2009-03-31 21:18:33.09","http://ww3.bgbm.org/biocase/querytool/details.cgi?dsa=pontaurus&detail=unit&schema=http://www.tdwg.org/schemas/abcd/2.06&cat=1047","1047","Asyneuma rigidum subsp. rigidum","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to Meydan, 2200m","Markus Döring","Campanulales","1047","WGS84","Asyneuma","1999-07-31 00:00:00.0","Asia","rigidum","PreservedSpecimen","Campanulaceae","TR","Plantae","Nigde","2200","BGBM","Magnoliophyta","37.42000",,"rigidum","B","34.56800"
"e84b6aba-1dd5-4db3-ad71-54702b8f4519","2009-03-31 21:18:33.129","http://ww3.bgbm.org/biocase/querytool/details.cgi?dsa=pontaurus&detail=unit&schema=http://www.tdwg.org/schemas/abcd/2.06&cat=1048","1048","Silene armena var. armena","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to Meydan, 2200m","Markus Döring","Caryophyllales","1048","WGS84","Silene","1999-07-31 00:00:00.0","Asia",,"PreservedSpecimen","Caryophyllaceae","TR","Plantae","Nigde","2200","BGBM","Magnoliophyta","37.42000",,"armena","B","34.56800"
"b1a2dd2e-ecb4-4d6b-9486-6778fd4eda13","2009-03-31 21:18:39.318","http://ww3.bgbm.org/biocase/querytool/details.cgi?dsa=pontaurus&detail=unit&schema=http://www.tdwg.org/schemas/abcd/2.06&cat=563","563","noch unbestimmt !!!","Dedegöl Daglari, Dipoyraz (Dedegöl) Dagi, 2100m","Markus Döring",,"563","WGS84","noch unbestimmt !!!","1999-07-15 00:00:00.0","Asia",,"PreservedSpecimen","unbekannt","TR","Plantae","Ïsparta/Konya","2100","BGBM",,"37.68000",,,"B","31.31000"
"a0d6e10d-6cf3-496a-97d3-000ca2dd6297","2009-03-31 21:18:33.166","http://ww3.bgbm.org/biocase/querytool/details.cgi?dsa=pontaurus&detail=unit&schema=http://www.tdwg.org/schemas/abcd/2.06&cat=1049","1049","Sideritis aff. phlomoides P.H.Davis & Hub.-Mor.","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to Meydan, 2200m","Markus Döring","Lamiales","1049","WGS84","Sideritis","1999-07-31 00:00:00.0","Asia",,"PreservedSpecimen","Lamiaceae","TR","Plantae","Nigde","2200","BGBM","Magnoliophyta","37.42000",,"aff. phlomoides","B","34.56800"
"d92607b8-6ab0-4076-8d09-f5da34616a90","2009-03-31 21:18:33.207","http://ww3.bgbm.org/biocase/querytool/details.cgi?dsa=pontaurus&detail=unit&schema=http://www.tdwg.org/schemas/abcd/2.06&cat=105","105","Aethionema speciosum subsp. compactum Hartvig & Strid","Sandras Dagi above Agla, ascent from Çirali to the Çiçekbaba Tepesi (main summit), valley below the eastern slope of the summit, 2180m","Markus Döring","Capparales","105","WGS84","Aethionema","1999-06-21 00:00:00.0","Asia","compactum","PreservedSpecimen","Brassicaceae","TR","Plantae","Mugla","2180","BGBM","Magnoliophyta","37.07000",,"speciosum","B","28.80000"
"3feba593-e727-4566-a6f2-4cc58f7d88be","2009-03-31 21:18:33.222","http://ww3.bgbm.org/biocase/querytool/details.cgi?dsa=pontaurus&detail=unit&schema=http://www.tdwg.org/schemas/abcd/2.06&cat=1050","1050","Dianthus anatolicus Boiss.","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl, 2120m","Markus Döring","Caryophyllales","1050","WGS84","Dianthus","1999-07-31 00:00:00.0","Asia",,"PreservedSpecimen","Caryophyllaceae","TR","Plantae","Nigde","2120","BGBM","Magnoliophyta","37.42000",,"anatolicus","B","34.56800"
"c54e6b29-63c2-4a77-b705-1f106f8a030a","2009-03-31 21:18:33.237","http://ww3.bgbm.org/biocase/querytool/details.cgi?dsa=pontaurus&detail=unit&schema=http://www.tdwg.org/schemas/abcd/2.06&cat=1051","1051","Globularia trichosantha J.C.Fisch. & C.A.Mey.","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl, 2120m","Markus Döring","Scrophulariales","1051","WGS84","Globularia","1999-07-31 00:00:00.0","Asia",,"PreservedSpecimen","Globulariaceae","TR","Plantae","Nigde","2120","BGBM","Magnoliophyta","37.42000",,"trichosantha","B","34.56800"
"9fa22829-f4c2-4ae2-8711-dbdc10eb8e47","2009-03-31 21:18:33.245","http://ww3.bgbm.org/biocase/querytool/details.cgi?dsa=pontaurus&detail=unit&schema=http://www.tdwg.org/schemas/abcd/2.06&cat=1052","1052","Aethionema iberideum (Boiss.) Boiss.","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl, 2120m","Markus Döring","Capparales","1052","WGS84","Aethionema","1999-07-31 00:00:00.0","Asia",,"PreservedSpecimen","Brassicaceae","TR","Plantae","Nigde","2120","BGBM","Magnoliophyta","37.42000",,"iberideum","B","34.56800"
"c4e0e826-cd29-49ed-93ec-cfa027922e7c","2009-03-31 21:18:33.253","http://ww3.bgbm.org/biocase/querytool/details.cgi?dsa=pontaurus&detail=unit&schema=http://www.tdwg.org/schemas/abcd/2.06&cat=1054","1054","Salvia virgata Jacq.","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to Meydan, 2350m","Markus Döring","Lamiales","1054","WGS84","Salvia","1999-07-30 00:00:00.0","Asia",,"PreservedSpecimen","Lamiaceae","TR","Plantae","Nigde","2350","BGBM","Magnoliophyta","37.42000",,"virgata","B","34.56800"
"7afd0e2b-44a5-44e5-9149-26dca08f53d9","2009-03-31 21:18:33.285","http://ww3.bgbm.org/biocase/querytool/details.cgi?dsa=pontaurus&detail=unit&schema=http://www.tdwg.org/schemas/abcd/2.06&cat=1055","1055","Aethionema capitatum Boiss. & Balansa","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to Meydan, 2350m","Markus Döring","Capparales","1055","WGS84","Aethionema","1999-07-30 00:00:00.0","Asia",,"PreservedSpecimen","Brassicaceae","TR","Plantae","Nigde","2350","BGBM","Magnoliophyta","37.42000",,"capitatum","B","34.56800"
"843fad2f-060d-4d6e-afc8-fc72a578b4e1","2009-03-31 21:18:33.296","http://ww3.bgbm.org/biocase/querytool/details.cgi?dsa=pontaurus&detail=unit&schema=http://www.tdwg.org/schemas/abcd/2.06&cat=1056","1056","Erysimum pycnophyllum Gay","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to Meydan, 2350m","Markus Döring","Capparales","1056","WGS84","Erysimum","1999-07-30 00:00:00.0","Asia",,"PreservedSpecimen","Brassicaceae","TR","Plantae","Nigde","2350","BGBM","Magnoliophyta","37.42000",,"pycnophyllum","B","34.56800"
"3b4bb69d-3ed9-4f76-88d9-3b0af7fa1a18","2009-03-31 21:18:39.252","http://ww3.bgbm.org/biocase/querytool/details.cgi?dsa=pontaurus&detail=unit&schema=http://www.tdwg.org/schemas/abcd/2.06&cat=545","545","Poa bulbosa agg. L.","Dedegöl Daglari, Dipoyraz (Dedegöl) Dagi, range above the firewatch tower (ascent from Yenisarbademli village), 2420m","Markus Döring","Cyperales","545","WGS84","Poa","1999-07-15 00:00:00.0","Asia",,"PreservedSpecimen","Poaceae","TR","Plantae","Ïsparta/Konya","2420","BGBM","Magnoliophyta","37.68000",,"bulbosa agg.","B","31.31000"
"88b0f5e1-a3f3-4a96-abd9-f6bea01d6f18","2009-03-31 21:18:33.301","http://ww3.bgbm.org/biocase/querytool/details.cgi?dsa=pontaurus&detail=unit&schema=http://www.tdwg.org/schemas/abcd/2.06&cat=1057","1057","Sanguisorba minor subsp. muricata (Spach) Briq.","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to Meydan, 2350m","Markus Döring","Rosales","1057","WGS84","Sanguisorba","1999-07-30 00:00:00.0","Asia","muricata","PreservedSpecimen","Rosaceae","TR","Plantae","Nigde","2350","BGBM","Magnoliophyta","37.42000",,"minor","B","34.56800"
"92bcffba-5784-44a2-9138-351523e6fd72","2009-03-31 21:18:33.312","http://ww3.bgbm.org/biocase/querytool/details.cgi?dsa=pontaurus&detail=unit&schema=http://www.tdwg.org/schemas/abcd/2.06&cat=1058","1058","Centaurea virgata ?A? Lam.","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to Meydan, 2350m","Markus Döring","Asterales","1058","WGS84","Centaurea","1999-07-30 00:00:00.0","Asia",,"PreservedSpecimen","Asteraceae","TR","Plantae","Nigde","2350","BGBM","Magnoliophyta","37.42000",,"virgata ?A?","B","34.56800"
"e6b5a7fb-14ad-4695-9b3c-a75afc6f9ef6","2009-03-31 21:18:33.325","http://ww3.bgbm.org/biocase/querytool/details.cgi?dsa=pontaurus&detail=unit&schema=http://www.tdwg.org/schemas/abcd/2.06&cat=1059","1059","Thesium billardieri Boiss.","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to Meydan, 2350m","Markus Döring","Santalales","1059","WGS84","Thesium","1999-07-30 00:00:00.0","Asia",,"PreservedSpecimen","Santalaceae","TR","Plantae","Nigde","2350","BGBM","Magnoliophyta","37.42000",,"billardieri","B","34.56800"
"ebd8ac52-e287-4e97-8201-077353c8d371","2009-03-31 21:18:33.34","http://ww3.bgbm.org/biocase/querytool/details.cgi?dsa=pontaurus&detail=unit&schema=http://www.tdwg.org/schemas/abcd/2.06&cat=106","106","Poa bulbosa agg. L.","Sandras Dagi above Agla, ascent from Çirali to the Çiçekbaba Tepesi (main summit), valley below the eastern slope of the summit, 2180m","Markus Döring","Cyperales","106","WGS84","Poa","1999-06-21 00:00:00.0","Asia",,"PreservedSpecimen","Poaceae","TR","Plantae","Mugla","2180","BGBM","Magnoliophyta","37.07000",,"bulbosa agg.","B","28.80000"
"adb65c34-e217-4e94-9429-988f85e135ec","2009-03-31 21:18:33.384","http://ww3.bgbm.org/biocase/querytool/details.cgi?dsa=pontaurus&detail=unit&schema=http://www.tdwg.org/schemas/abcd/2.06&cat=1060","1060","Juniperus oxycedrus subsp. oxycedrus","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to Meydan, 2350m","Markus Döring","Pinales","1060","WGS84","Juniperus","1999-07-30 00:00:00.0","Asia","oxycedrus","PreservedSpecimen","Cupressaceae","TR","Plantae","Nigde","2350","BGBM","Pinophyta","37.42000",,"oxycedrus","B","34.56800"
"d05c50d7-1acf-4b01-905e-2d2eaa231f4d","2009-03-31 21:18:33.395","http://ww3.bgbm.org/biocase/querytool/details.cgi?dsa=pontaurus&detail=unit&schema=http://www.tdwg.org/schemas/abcd/2.06&cat=1061","1061","Silene pruinosa Boiss.","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to Meydan, 2350m","Markus Döring","Caryophyllales","1061","WGS84","Silene","1999-07-30 00:00:00.0","Asia",,"PreservedSpecimen","Caryophyllaceae","TR","Plantae","Nigde","2350","BGBM","Magnoliophyta","37.42000",,"pruinosa","B","34.56800"
"82c81d8d-550f-4ee2-b0e5-906dcaf36751","2009-03-31 21:18:33.407","http://ww3.bgbm.org/biocase/querytool/details.cgi?dsa=pontaurus&detail=unit&schema=http://www.tdwg.org/schemas/abcd/2.06&cat=1062","1062","Galium spec.","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to Meydan, 2350m","Markus Döring","Rubiales","1062","WGS84","Galium","1999-07-30 00:00:00.0","Asia",,"PreservedSpecimen","Rubiaceae","TR","Plantae","Nigde","2350","BGBM","Magnoliophyta","37.42000",,"spec.","B","34.56800"
"53fcbe91-df79-42ac-bb5e-cadf2c6bee25","2009-03-31 21:18:39.256","http://ww3.bgbm.org/biocase/querytool/details.cgi?dsa=pontaurus&detail=unit&schema=http://www.tdwg.org/schemas/abcd/2.06&cat=546","546","Allium cf. scorodoprasum subsp. rotundum (L.) Stearn","Dedegöl Daglari, Dipoyraz (Dedegöl) Dagi, range above the firewatch tower (ascent from Yenisarbademli village), 2420m","Markus Döring","Liliales","546","WGS84","Allium","1999-07-15 00:00:00.0","Asia","rotundum","PreservedSpecimen","Liliaceae","TR","Plantae","Ïsparta/Konya","2420","BGBM","Magnoliophyta","37.68000",,"cf. scorodoprasum","B","31.31000"
"374ccd74-4a50-49a7-a334-0b3bee70b38c","2009-03-31 21:18:33.426","http://ww3.bgbm.org/biocase/querytool/details.cgi?dsa=pontaurus&detail=unit&schema=http://www.tdwg.org/schemas/abcd/2.06&cat=1063","1063","Koeleria macrantha (Ledeb.) Schult.","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to Meydan, 2350m","Markus Döring","Cyperales","1063","WGS84","Koeleria","1999-07-30 00:00:00.0","Asia",,"PreservedSpecimen","Poaceae","TR","Plantae","Nigde","2350","BGBM","Magnoliophyta","37.42000",,"macrantha","B","34.56800"
"3cbafeef-79b6-4d18-bd71-986d4197d17a","2009-03-31 21:18:33.441","http://ww3.bgbm.org/biocase/querytool/details.cgi?dsa=pontaurus&detail=unit&schema=http://www.tdwg.org/schemas/abcd/2.06&cat=1065","1065","Verbascum spec.","d. Ulukisla, Bolkar Daglari, slopes along the road from Meydan to tarn Karagöl, 2720m","Markus Döring","Scrophulariales","1065","WGS84","Verbascum","1999-07-31 00:00:00.0","Asia",,"PreservedSpecimen","Scrophulariaceae","TR","Plantae","Nigde","2720","BGBM","Magnoliophyta","37.42000",,"spec.","B","34.56800"
"9b5755ef-edb6-4092-a41b-24beb8e95a5b","2009-03-31 21:18:39.359","http://ww3.bgbm.org/biocase/querytool/details.cgi?dsa=pontaurus&detail=unit&schema=http://www.tdwg.org/schemas/abcd/2.06&cat=58","58","Centaurea reuterana var. reuterana","Sandras Dagi above Agla, Çiçekbaba Tepesi, 2000m","Markus Döring","Asterales","58","WGS84","Centaurea","1999-06-19 00:00:00.0","Asia",,"PreservedSpecimen","Asteraceae","TR","Plantae","Mugla","2000","BGBM","Magnoliophyta","37.07000",,"reuterana","B","28.80000"
"767e89f8-4f78-4427-887f-9b3357cdef81","2009-03-31 21:18:33.481","http://ww3.bgbm.org/biocase/querytool/details.cgi?dsa=pontaurus&detail=unit&schema=http://www.tdwg.org/schemas/abcd/2.06&cat=1066","1066","Marrubium cephalanthum Boiss. & Noe","d. Ulukisla, Bolkar Daglari above Meydan, slopes along the road from Meydan to tarn Karagöl, 2600m","Markus Döring","Lamiales","1066","WGS84","Marrubium","1999-07-31 00:00:00.0","Asia",,"PreservedSpecimen","Lamiaceae","TR","Plantae","Nigde","2600","BGBM","Magnoliophyta","37.40400",,"cephalanthum","B","34.55800"
"c362e77d-54d1-4b52-81e0-1db01721e239","2009-03-31 21:18:33.491","http://ww3.bgbm.org/biocase/querytool/details.cgi?dsa=pontaurus&detail=unit&schema=http://www.tdwg.org/schemas/abcd/2.06&cat=1067","1067","Helichrysum pallasii Ledeb.","d. Ulukisla, Bolkar Daglari above Meydan, slopes along the road from Meydan to tarn Karagöl, 2600m","Markus Döring","Asterales","1067","WGS84","Helichrysum","1999-07-31 00:00:00.0","Asia",,"PreservedSpecimen","Asteraceae","TR","Plantae","Nigde","2600","BGBM","Magnoliophyta","37.40400",,"pallasii","B","34.55800"
"41ce2c35-b85e-44c6-8d04-4c91c7babb30","2009-03-31 21:18:33.53","http://ww3.bgbm.org/biocase/querytool/details.cgi?dsa=pontaurus&detail=unit&schema=http://www.tdwg.org/schemas/abcd/2.06&cat=1068","1068","Minuartia recurva subsp. oreina (Mattf.) McNeill","d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m","Markus Döring","Caryophyllales","1068","WGS84","Minuartia","1999-08-01 00:00:00.0","Asia","oreina","PreservedSpecimen","Caryophyllaceae","TR","Plantae","Nigde","2650","BGBM","Magnoliophyta","37.40400",,"recurva","B","34.55800"
"1b149d7c-be63-4a42-b25f-99620aa02262","2009-03-31 21:18:33.538","http://ww3.bgbm.org/biocase/querytool/details.cgi?dsa=pontaurus&detail=unit&schema=http://www.tdwg.org/schemas/abcd/2.06&cat=1069","1069","Tripleurospermum kotschyi (Boiss.) E.Hossain","d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m","Markus Döring","Asterales","1069","WGS84","Tripleurospermum","1999-08-01 00:00:00.0","Asia",,"PreservedSpecimen","Asteraceae","TR","Plantae","Nigde","2650","BGBM","Magnoliophyta","37.40400",,"kotschyi","B","34.55800"
"dcb3b1b6-dd78-4c5d-aeb0-a42f4dd17558","2009-03-31 21:18:33.551","http://ww3.bgbm.org/biocase/querytool/details.cgi?dsa=pontaurus&detail=unit&schema=http://www.tdwg.org/schemas/abcd/2.06&cat=107","107","Veronica cuneifolia subsp. cuneifolia","Sandras Dagi above Agla, ascent from Çirali to the Çiçekbaba Tepesi (main summit), valley below the eastern slope of the summit, 2180m","Markus Döring","Scrophulariales","107","WGS84","Veronica","1999-06-21 00:00:00.0","Asia","cuneifolia","PreservedSpecimen","Scrophulariaceae","TR","Plantae","Mugla","2180","BGBM","Magnoliophyta","37.07000",,"cuneifolia","B","28.80000"
